respid,status,language,gender,age,province,license_mutualfunds,license_insurance,license_securities,educ,marital_status,children,scn1a_name,scn1a_apr,scn1a_mtr,scn1a_solicit,scn1a_answer,scn1b_name,scn1b_apr,scn1b_mtr,scn1b_solicit,scn1b_answer,scn2a_name,scn2a_bequest,scn2a_rate,scn2a_health,scn2a_solicit,scn2a_payout,scn2a_comp,scn2a_answer,scn2b_name,scn2b_bequest,scn2b_rate,scn2b_health,scn2b_solicit,scn2b_payout,scn2b_comp,scn2b_answer,scn3a_name,scn3a_borrow,scn3a_health,scn3a_rate,scn3a_solicit,scn3a_answer,scn3b_name,scn3b_borrow,scn3b_health,scn3b_rate,scn3b_solicit,scn3b_answer,scn4a_name,scn4a_mutfees,scn4a_segfees,scn4a_solicit,scn4a_answer,scn4b_name,scn4b_mutfees,scn4b_segfees,scn4b_solicit,scn4b_answer,employment,certification_qafp,certification_cfp,certification_plfin,certification_dk,certification_pnts,certification_cim,certification_cfa,certification_clu,certification_cpa,certification_tep,certification_pfp,certification_rfp,certification_rrc,certification_chs,certification_cpfintl,certification_epc,certification_other,license_prod_ul,license_prod_mf,license_prod_segfund,license_prod_annuities,license_prod_ltci,license_prod_ilgic,license_prod_etf,work_experience,Q16dk_7777777,Q16dk_8888888,service,compensation,comp_salaryonly,comp_salarybonus,comp_commissions,comp_aum,comp_ffa,comp_other,refer,patience,risk,emo_extra_enthu,emo_criti_quarrel,emo_depend_selfdis,emo_anxious_upset,emo_open_complex,emo_reser_quiet,emo_sympa_warm,emo_disorg_careless,emo_calm_stable,emo_convent_uncreative,state_bequest,state_inherithome,state_sellhome,state_debtnogood,state_qualitylife,state_investshares,state_optimfinpl,income,income_dk_pnts,income_gt60k,income_lt160k,income_gt90k,income_lt30k,fparea_ag,fparea_credit,fparea_intl,fparea_divorce,fparea_educ,fparea_groupben,fparea_estate,fparea_execomp,fparea_insur,fparea_invest,fparea_mortgage,fparea_disabil,fparea_privbank,fparea_respinvest,fparea_retplan,fparea_smallbus,fparea_succplan,fparea_taxplan,prod_own_ul,prod_own_mf,prod_own_segfund,prod_own_annuities,prod_own_ltci,prod_own_ilgic,prod_own_etf,prod_own_realestate,value_realestate,value_realestate_dkpnts,prod_spouse_ul,prod_spouse_mf,prod_spouse_segfund,prod_spouse_annuities,prod_spouse_ltci,prod_spouse_ilgic,prod_spouse_etf,prod_spouse_realestate,db_plan,rrsp_own,rrsp_balance,rrsp_share,tfsa_own,tfsa_balance,tfsa_share,grouplan_own,grouplan_balance,grouplan_share,dcplan_own,dcplan_balance,dcplan_share,otheracc_own,otheracc_balance,otheracc_share,accounts_pnts,debt_thresh1,debt_thresh2,debt,debt_dk_pnts,debt_gt1,debt_lt2,stockmkt_expectation,Q32dk_7777777,stockmkt_confidence,stockmkt_40p,stockmkt_30_40,stockmkt_20_30,stockmkt_10_20,stockmkt_0_10,stockmkt_m10_0,stockmkt_m20_m10,stockmkt_m30_m20,stockmkt_m40_m30,stockmkt_m40p,selfass,selfconf,credits,timestamp,sample,income_impute,debt_impute,time,reminder
11347,complete,English,Man,47,Ontario,yes,yes,no,Trade certificate or diploma,Married,yes,Peter,7.5%,30%,No prompt,Repay debt,James,5%,50%,UL prompt,RRSP,Paul,with his/her partner who is 10 years younger,10%,poor (below average),No prompt,"14,000",No prompt,Seg funds with PAYOUT,Suzie,alone and has no children,4%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Justin,1.5%,poor (below average),5%,Mortgage prompt,LTCI at cost NAME (280 or 210),Sophie,2.5%,good (average),3%,No prompt,LTCI at cost NAME (280 or 210),Greg,1%,3%,ETF prompt,Mutual Fund of MUTFEES,Mike,2%,4%,No prompt,Mutual Fund of MUTFEES,Financial Planning Firm,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,22.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Above average fin risks for above-average returns,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree,Disagree,Strongly Disagree,Don't know,Don't know,Agree,Disagree,115000.0,0,,,,,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,900000.0,0.0,no,yes,no,no,no,no,no,yes,no,yes,150000.0,almost all,yes,60000.0,almost all,no,,,no,,,yes,95000.0,almost all,0,900000,450000,300000.0,0,,,8.0,0,Somewhat confident,0.0,0.0,10.0,20.0,40.0,20.0,5.0,5.0,0.0,0.0,Don't know,"Yes, I have some confidence",yes,Tue Oct 19 13:28:47 UTC+0 2021,FP,115000.0,300000.0,Oct 19,0
7566,complete,English,Woman,52,Ontario,no,no,no,"University certificate, diploma, degree above the bachelor's level","Single, never married",yes,Sally,7.5%,50%,UL prompt,Repay debt,Monica,2.5%,30%,No prompt,TFSA,Paul,alone and has no children,10%,excellent (above average),No prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Suzie,with his/her partner who is 10 years younger,4%,good (average),Mutual Funds prompt,"15,750",No prompt,Diversified MF with RATE and COMP,Joe,3.5%,poor (below average),3%,No prompt,LTCI at cost NAME (280 or 210),Justin,1.5%,excellent (above average),5%,Mortgage prompt,Invest in funds at expected RATE,Kate,3%,4%,ETF prompt,Index-Linked GIC,Linda,1%,3%,No prompt,Index-Linked GIC,Bank,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,5.0,0,0,Fin. plan. (without implementation),Salary only,yes,no,no,no,no,no,Frequently,Patient,Average fin risks for average returns,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Disagree a little,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,158000.0,0,,,,,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,600000.0,0.0,,,,,,,,,no,yes,0.0,half,yes,0.0,almost all,yes,0.0,half,yes,0.0,half,yes,0.0,zero,0,600000,300000,44000.0,0,,,,1,Extremely confident,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Don't know,Don't know,yes,Tue Oct 19 13:25:48 UTC+0 2021,FP,158000.0,44000.0,Oct 19,0
3268,complete,English,Man,51,Manitoba,yes,yes,yes,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,yes,Sally,2.5%,50%,No prompt,RRSP,Peter,7.5%,30%,UL prompt,RRSP,Suzie,with his/her partner who is 10 years younger,4%,good (average),Mutual Funds prompt,"15,750",No prompt,Diversified MF with RATE and COMP,John,alone and has no children,6%,poor (below average),No prompt,"14,000",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Joe,3.5%,good (average),2%,No prompt,Payoff mortgage,Sophie,1.5%,poor (below average),3%,Mortgage prompt,LTCI at cost NAME (280 or 210),Greg,3%,4%,No prompt,Index-Linked GIC,Mike,2%,2%,ETF prompt,Index-Linked GIC,Self-employed,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,25.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Very impatient,Above average fin risks for above-average returns,Disagree moderately,Disagree moderately,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree strongly,Disagree moderately,Agree moderately,Agree a little,Don't know,Don't know,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,,1,yes,pnts,,,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,850000.0,0.0,no,yes,no,no,no,no,yes,yes,no,no,,,no,,,no,,,no,,,no,,,1,850000,425000,,1,no,no,4.0,0,Not very confident,1.0,3.0,6.0,12.0,32.0,24.0,12.0,6.0,3.0,1.0,It is better than average,Don't know,yes,Tue Oct 19 13:33:27 UTC+0 2021,FP,120000.0,220000.0,Oct 19,0
1144,complete,English,Woman,61,Alberta,yes,no,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Married,yes,James,2.5%,50%,No prompt,RRSP,Peter,7.5%,30%,UL prompt,Repay debt,Mary,with his/her partner who is 10 years younger,10%,good (average),No prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,alone and has no children,4%,excellent (above average),Mutual Funds prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,1.5%,poor (below average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Justin,3.5%,good (average),3%,No prompt,Invest in funds at expected RATE,Linda,3%,3%,ETF prompt,ETF,Kate,2%,2%,No prompt,ETF,Investment / Mutual Fund Company,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,24.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Occasionally,Patient,Average fin risks for average returns,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree moderately,Don't know,Don't know,Disagree,Disagree,Agree,Disagree,Disagree,250000.0,0,,,,,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,1390000.0,0.0,yes,yes,no,no,no,no,yes,yes,no,yes,1500000.0,half,yes,70000.0,zero,no,,,no,,,yes,95000.0,zero,0,1390000,695000,0.0,0,,,7.0,0,Very confident,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, I have some confidence",yes,Tue Oct 19 13:40:37 UTC+0 2021,FP,250000.0,0.0,Oct 19,0
13339,complete,English,Woman,53,Saskatchewan,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,James,2.5%,50%,UL prompt,RRSP,Peter,5%,30%,No prompt,TFSA,Suzie,alone and has no children,10%,good (average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,Seg funds with PAYOUT,Mary,with his/her partner who is 10 years younger,4%,excellent (above average),No prompt,"15,750",No prompt,Seg funds with PAYOUT,Joe,2.5%,excellent (above average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Justin,3.5%,good (average),5%,No prompt,LTCI at cost NAME (280 or 210),Linda,1%,2%,No prompt,Index-Linked GIC,Kate,2%,4%,ETF prompt,Index-Linked GIC,Financial Planning Firm,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,14.0,0,0,Advice on investments,Primarily commissions,no,no,yes,no,no,no,Occasionally,Patient,Substantial fin risks for substantial returns,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Agree strongly,Agree a little,Agree moderately,Disagree moderately,Agree a little,Disagree strongly,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,90000.0,0,,,,,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,,,no,yes,yes,no,no,no,no,yes,no,yes,200000.0,zero,no,,,no,,,yes,1000000.0,zero,no,,,0,100000,50000,150000.0,0,,,,1,Not very confident,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,It is about the same,"Yes, I have some confidence",no,Tue Oct 19 13:35:27 UTC+0 2021,FP,90000.0,150000.0,Oct 19,0
6613,complete,English,Man,54,Ontario,no,no,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Married,yes,James,2.5%,30%,No prompt,Repay debt,Peter,5%,50%,UL prompt,Repay debt,Mary,with his/her partner who is 10 years younger,4%,excellent (above average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",John,alone and has no children,10%,poor (below average),No prompt,"15,750",No prompt,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Sophie,1.5%,good (average),5%,No prompt,Payoff mortgage,Justin,2.5%,excellent (above average),3%,Mortgage prompt,Payoff mortgage,Greg,3%,2%,ETF prompt,Index-Linked GIC,Mike,2%,4%,No prompt,Index-Linked GIC,Bank,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,20.0,0,0,Fin. plan. (without implementation),Salary only,yes,no,no,no,no,no,Frequently,Very patient,Below average fin risks for below-average returns,Agree moderately,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,100000.0,0,,,,,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,2000000.0,0.0,no,yes,no,no,yes,yes,yes,no,yes,no,,,yes,50000.0,almost all,yes,50000.0,almost all,no,,,yes,50000.0,half,0,2000000,1000000,70000.0,0,,,2.0,0,Very confident,0.0,0.0,0.0,15.0,80.0,5.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, I have some confidence",yes,Tue Oct 19 13:52:41 UTC+0 2021,FP,100000.0,70000.0,Oct 19,0
11122,complete,English,Man,35,Alberta,no,no,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,Monica,5%,50%,No prompt,Repay debt,James,2.5%,30%,UL prompt,TFSA,Paul,with his/her partner who is 10 years younger,10%,poor (below average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Suzie,alone and has no children,6%,excellent (above average),No prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Joe,1.5%,excellent (above average),3%,Mortgage prompt,LTCI at cost NAME (280 or 210),Sophie,2.5%,good (average),5%,No prompt,LTCI at cost NAME (280 or 210),Linda,1%,4%,No prompt,ETF,Greg,3%,2%,ETF prompt,ETF,Accounting Firm,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.0,0,0,Fin. plan. (without implementation),Salary only,yes,no,no,no,no,no,Frequently,Impatient,Average fin risks for average returns,Agree a little,Agree moderately,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,120000.0,0,,,,,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,no,no,yes,50000.0,a quarter,no,,,no,,,no,,,no,,,0,100000,50000,270000.0,0,,,6.0,0,Not very confident,0.0,5.0,10.0,20.0,50.0,10.0,5.0,0.0,0.0,0.0,It is better than average,"No, I have no confidence at all",yes,Tue Oct 19 13:39:20 UTC+0 2021,FP,120000.0,270000.0,Oct 19,0
2119,complete,English,Man,56,Ontario,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,James,5%,30%,No prompt,Repay debt,Sally,7.5%,50%,UL prompt,RRSP,Paul,with his/her partner who is 10 years younger,4%,poor (below average),Mutual Funds prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,alone and has no children,6%,good (average),No prompt,"15,750",Investment sale contributes to comp,Diversified MF with RATE and COMP,Sophie,1.5%,poor (below average),5%,No prompt,LTCI at cost NAME (280 or 210),Joe,3.5%,good (average),3%,Mortgage prompt,Payoff mortgage,Mike,3%,2%,ETF prompt,Index-Linked GIC,Linda,1%,3%,No prompt,Index-Linked GIC,Investment / Mutual Fund Company,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,30.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Patient,Above average fin risks for above-average returns,Disagree moderately,Agree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Agree a little,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,600000.0,0,,,,,no,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,4000000.0,0.0,no,yes,no,no,no,no,no,yes,no,yes,1200000.0,almost all,no,,,no,,,no,,,yes,120000.0,almost all,0,4000000,2000000,0.0,0,,,5.0,0,Somewhat confident,1.0,1.0,5.0,20.0,40.0,20.0,10.0,1.0,1.0,1.0,It is better than average,"Yes, I have some confidence",yes,Tue Oct 19 14:37:48 UTC+0 2021,FP,600000.0,0.0,Oct 19,0
5198,complete,English,Woman,47,Alberta,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Single, never married",yes,James,2.5%,30%,No prompt,RRSP,Monica,7.5%,50%,UL prompt,Repay debt,Mary,alone and has no children,4%,poor (below average),No prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Suzie,with his/her partner who is 10 years younger,6%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,2.5%,good (average),3%,No prompt,LTCI at cost NAME (280 or 210),Joe,3.5%,poor (below average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Linda,1%,2%,ETF prompt,Mutual Fund of MUTFEES,Kate,2%,3%,No prompt,Mutual Fund of MUTFEES,Financial Planning Firm,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,,0,1,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Average fin risks for average returns,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,Agree a little,Agree moderately,Strongly Disagree,Don't know,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,,1,pnts,,,,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,,1.0,,,,,,,,,no,no,,,no,,,no,,,no,,,no,,,1,500000,250000,0.0,0,,,6.0,0,Don't know,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,Don't know,"No, I have no confidence at all",yes,Tue Oct 19 13:58:16 UTC+0 2021,FP,15000.0,0.0,Oct 19,0
5585,complete,English,Man,55,Ontario,no,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,Peter,5%,30%,No prompt,Repay debt,Monica,2.5%,50%,UL prompt,RRSP,John,alone and has no children,4%,poor (below average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,with his/her partner who is 10 years younger,10%,excellent (above average),No prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Sophie,2.5%,poor (below average),5%,Mortgage prompt,LTCI at cost NAME (280 or 210),Justin,1.5%,good (average),3%,No prompt,LTCI at cost NAME (280 or 210),Greg,1%,2%,No prompt,Index-Linked GIC,Mike,3%,4%,ETF prompt,Index-Linked GIC,Self-employed,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,32.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Frequently,Very patient,Substantial fin risks for substantial returns,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,,1,yes,no,,,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,,,no,no,yes,no,no,no,no,no,no,yes,0.0,almost all,yes,0.0,almost all,no,,,no,,,yes,0.0,half,0,100000,50000,,1,D/k pnts,,4.0,0,Somewhat confident,0.0,1.0,2.0,25.0,30.0,25.0,15.0,2.0,0.0,0.0,It is better than average,"Yes, I have some confidence",yes,Tue Oct 19 13:52:00 UTC+0 2021,FP,180000.0,250000.0,Oct 19,0
12484,complete,English,Man,63,Ontario,no,no,no,"University certificate, diploma, degree above the bachelor's level",Separated,yes,Peter,2.5%,50%,UL prompt,RRSP,James,5%,30%,No prompt,Repay debt,Mary,alone and has no children,10%,poor (below average),Mutual Funds prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",John,with his/her partner who is 10 years younger,6%,excellent (above average),No prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,2.5%,excellent (above average),2%,Mortgage prompt,Payoff mortgage,Joe,1.5%,good (average),3%,No prompt,Invest in funds at expected RATE,Linda,3%,4%,No prompt,ETF,Mike,1%,2%,ETF prompt,ETF,Investment / Mutual Fund Company,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,22.0,0,0,Fin. plan. including implementation (sales),Salary plus bonus based on sales,no,yes,no,no,no,no,Occasionally,Patient,Above average fin risks for above-average returns,Disagree moderately,Disagree strongly,Agree strongly,Disagree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,70000.0,0,,,,,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,no,yes,450000.0,half,yes,60000.0,almost all,no,,,no,,,yes,310000.0,almost all,0,100000,50000,29000.0,0,,,,1,Very confident,0.0,0.0,10.0,15.0,25.0,20.0,15.0,10.0,5.0,0.0,It is about the same,"Yes, I have some confidence",yes,Tue Oct 19 14:23:05 UTC+0 2021,FP,70000.0,29000.0,Oct 19,0
173,complete,English,Man,58,Ontario,yes,yes,yes,"University certificate, diploma, degree above the bachelor's level",Separated,yes,Peter,2.5%,50%,UL prompt,RRSP,Sally,7.5%,30%,No prompt,Repay debt,John,alone and has no children,10%,poor (below average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Mary,with his/her partner who is 10 years younger,6%,good (average),No prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,1.5%,excellent (above average),3%,Mortgage prompt,Invest in funds at expected RATE,Joe,2.5%,good (average),2%,No prompt,Invest in funds at expected RATE,Kate,1%,3%,ETF prompt,Mutual Fund of MUTFEES,Greg,2%,4%,No prompt,Mutual Fund of MUTFEES,Investment / Mutual Fund Company,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,26.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Rarely,Patient,Above average fin risks for above-average returns,Agree a little,Disagree a little,Agree strongly,Disagree strongly,Agree moderately,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,340000.0,0,,,,,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,,,,,,,,,,,no,no,,,no,,,no,,,no,,,no,,,1,100000,50000,180000.0,0,,,-15.0,0,Very confident,1.0,2.0,3.0,4.0,5.0,25.0,25.0,20.0,10.0,5.0,Don't know,"Yes, I have some confidence",yes,Tue Oct 19 14:03:58 UTC+0 2021,FP,340000.0,180000.0,Oct 19,0
9510,complete,English,Man,36,Ontario,yes,no,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,yes,Peter,7.5%,30%,UL prompt,Repay debt,Monica,5%,50%,No prompt,TFSA,John,with his/her partner who is 10 years younger,6%,excellent (above average),No prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,alone and has no children,4%,poor (below average),Mutual Funds prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,2.5%,good (average),5%,No prompt,LTCI at cost NAME (280 or 210),Sophie,1.5%,excellent (above average),2%,Mortgage prompt,Invest in funds at expected RATE,Kate,3%,3%,No prompt,ETF,Mike,2%,4%,ETF prompt,ETF,Credit Union,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,10.0,0,0,Advice on investments,Salary plus bonus based on sales,no,yes,no,no,no,no,Very Rarely,Patient,Above average fin risks for above-average returns,Agree moderately,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Disagree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,90000.0,0,,,,,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,650000.0,0.0,no,yes,no,no,no,no,yes,yes,no,yes,20000.0,half,no,,,yes,80000.0,almost all,no,,,yes,30000.0,almost all,0,650000,325000,200000.0,0,,,-10.0,0,Not at all confident,1.0,2.0,4.0,15.0,38.0,24.0,10.0,4.0,1.0,1.0,It is better than average,"No, I have no confidence at all",yes,Tue Oct 19 14:15:41 UTC+0 2021,FP,90000.0,200000.0,Oct 19,0
12209,complete,English,Prefer not to say,50,Yukon,no,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Living common-law,yes,Peter,5%,50%,No prompt,RRSP,James,2.5%,30%,UL prompt,RRSP,John,with his/her partner who is 10 years younger,6%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,alone and has no children,4%,excellent (above average),No prompt,"14,000",No prompt,Diversified MF with RATE and COMP,Isabelle,2.5%,poor (below average),5%,Mortgage prompt,Invest in funds at expected RATE,Justin,3.5%,good (average),2%,No prompt,Payoff mortgage,Kate,3%,3%,No prompt,ETF,Linda,2%,2%,ETF prompt,ETF,Financial Planning Firm,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,11.0,0,0,Fin. plan. including implementation (sales),Salary only,yes,no,no,no,no,no,Frequently,Very patient,Average fin risks for average returns,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree a little,Agree strongly,Agree moderately,Agree a little,Disagree strongly,Agree moderately,Disagree strongly,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,100000.0,0,,,,,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,900000.0,0.0,no,no,no,no,no,no,yes,yes,no,no,,,no,,,no,,,no,,,no,,,1,900000,450000,250000.0,0,,,,1,Extremely confident,1.0,1.0,3.0,5.0,40.0,40.0,5.0,3.0,1.0,1.0,Don't know,Don't know,yes,Tue Oct 19 14:40:14 UTC+0 2021,FP,100000.0,250000.0,Oct 19,0
