respid,status,l,QA,QB,QC,QD_1,QD_2,QD_3,Q1,Q2,Q3,NAMExS_1,APR_1,MTR_1,SOLICITxS_1,Q4,NAMExS_2,APR_2,MTR_2,SOLICITxS_2,Q5,NAMExL_1,BEQUESTxL_1,RATExL_1,HEALTHxL_1,SOLICITxL_1,PAYOUT_1,COMP_1,Q6,NAMExL_2,BEQUESTxL_2,RATExL_2,HEALTHxL_2,SOLICITxL_2,PAYOUT_2,COMP_2,Q7,NAMExC_1,BORROW_1,HEALTHxC_1,RATExC_1,SOLICITxC_1,Q8,NAMExC_2,BORROW_2,HEALTHxC_2,RATExC_2,SOLICITxC_2,Q9,NAMExI_1,MUTFEES_1,SEGFEES_1,SOLICITxI_1,Q10,NAMExI_2,MUTFEES_2,SEGFEES_2,SOLICITxI_2,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_7777777,Q13_8888888,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q16dk_7777777,Q16dk_8888888,Q17,Q18,hQ18_1,hQ18_2,hQ18_3,hQ18_4,hQ18_5,hQ18_6,Q19,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24,Q24dk_9999999,Q24a,Q24b,Q24c,Q24d,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27,Q27dk_9999999,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29,Q30x1_1,Q30x2_1,Q30x3_1,Q30x1_2,Q30x2_2,Q30x3_2,Q30x1_3,Q30x2_3,Q30x3_3,Q30x1_4,Q30x2_4,Q30x3_4,Q30x1_5,Q30x2_5,Q30x3_5,Q30x1_9999999,hQ31Num1,hQ31Num2,Q31,Q31dk_9999999,Q31a,Q31b,Q32,Q32dk_7777777,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q34_9,Q34_10,Q35,Q36,Q39,timestamp,sample
2983,complete,9,1,67,2,0,1,0,6,1,1,2,2,2,1,1,4,3,1,0,2,1,1,2,1,1,2,0,3,2,2,1,2,0,1,1,3,3,3,1,3,1,3,2,1,2,2,0,3,4,1,3,0,1,3,2,1,1,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,40.0,0,0,4,3,0,0,1,0,0,0,1,2,2,3,4,6,3,6,6,6,5,6,5,4,3,3,3,4,3,3,90000.0,0,,,,,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,650000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,200000.0,5.0,1,20000.0,3.0,0,,,0,,,0,,,0,650000,325000,200000.0,0,,,7.0,0,4,0.0,0.0,5.0,35.0,35.0,20.0,5.0,0.0,0.0,0.0,1,2,1.0,Mon Oct 18 17:40:02 UTC+0 2021,0
11776,complete,9,1,38,5,1,1,1,6,1,1,3,2,1,0,2,4,3,2,1,4,3,1,3,1,0,2,0,2,4,2,2,3,1,1,1,2,1,1,3,3,0,3,3,2,1,2,1,3,2,1,2,1,4,1,2,3,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,11.0,0,0,4,3,0,0,1,0,0,0,1,2,2,5,2,7,2,4,3,5,2,5,5,3,3,4,3,4,4,2,100000.0,0,,,,,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,100000.0,5.0,1,90000.0,5.0,0,,,1,80000.0,5.0,0,,,0,100000,50000,500000.0,0,,,6.0,0,3,1.0,1.0,5.0,35.0,50.0,4.0,1.0,1.0,1.0,1.0,1,2,1.0,Mon Oct 18 17:30:10 UTC+0 2021,0
15281,complete,9,2,32,4,0,0,0,6,2,2,1,3,1,1,4,3,1,2,0,1,1,1,2,3,0,1,0,2,2,2,3,1,1,2,1,2,4,2,3,2,0,3,2,1,1,1,1,2,4,3,1,0,4,2,1,3,1,4,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,8888888,6,0,0,0,0,0,1,8888888,2,2,6,2,7,5,5,5,6,2,5,2,2,2,4,4,4,3,2,98500.0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,565000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,106000.0,5.0,1,18800.0,5.0,1,4600.0,5.0,0,,,1,43500.0,5.0,0,565000,282500,65000.0,0,,,5.0,0,3,2.0,5.0,6.0,15.0,40.0,15.0,5.0,5.0,5.0,2.0,2,2,1.0,Mon Oct 18 17:38:45 UTC+0 2021,0
758,complete,9,1,69,5,1,1,1,6,1,1,4,3,1,1,4,1,1,2,0,1,2,1,2,1,0,2,0,2,3,2,1,3,1,1,1,3,4,3,3,3,0,3,3,1,2,2,1,3,4,2,3,1,1,1,3,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,25.0,0,0,4,4,0,0,0,1,0,0,1,2,3,1,5,6,5,2,6,5,2,5,6,3,4,3,1,4,4,3,165.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,500000.0,4.0,1,75000.0,5.0,0,,,0,,,1,50000.0,5.0,0,100000,50000,10000.0,0,,,5.5,0,2,0.0,0.0,10.0,25.0,60.0,5.0,0.0,0.0,0.0,0.0,7777777,7777777,1.0,Mon Oct 18 18:01:29 UTC+0 2021,0
14388,complete,9,1,28,2,1,1,1,6,2,2,2,1,1,1,2,1,2,2,0,1,1,2,1,1,1,2,0,1,2,1,2,2,0,1,1,4,1,1,1,3,0,2,4,3,2,1,1,1,1,3,2,1,4,4,1,1,0,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3.0,0,0,4,1,1,0,0,0,0,0,1,3,1,3,2,5,4,6,5,7,5,7,6,3,3,3,2,4,1,2,70000.0,0,,,,,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,5.0,1,0.0,5.0,1,0.0,5.0,0,,,0,,,0,100000,50000,,1,9999999.0,,8.0,0,4,2.0,3.0,5.0,40.0,40.0,5.0,5.0,0.0,0.0,0.0,2,7777777,1.0,Mon Oct 18 17:33:10 UTC+0 2021,0
14715,complete,9,1,37,3,1,1,0,6,1,1,1,2,1,1,4,3,3,2,0,4,1,2,1,3,1,1,1,1,2,1,3,1,0,2,0,1,3,3,1,1,1,3,4,1,2,3,0,3,1,1,3,1,2,4,2,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,12.0,0,0,4,3,0,0,1,0,0,0,2,2,2,7,5,7,2,6,4,5,2,7,5,2,1,1,3,2,3,4,,1,1.0,1.0,2.0,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,,0,,,0,,,0,,,0,,,1,100000,50000,0.0,0,,,3.0,0,5,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,7777777,7777777,2.0,Mon Oct 18 17:29:48 UTC+0 2021,0
9836,complete,9,2,38,2,1,1,1,5,1,1,3,2,2,0,1,1,3,1,1,4,2,1,1,3,1,2,1,2,4,2,3,1,0,1,0,2,4,1,2,3,1,3,1,3,1,2,0,3,4,3,1,1,4,3,2,2,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,13.0,0,0,4,4,0,0,0,1,0,0,2,2,3,5,1,7,2,5,2,7,1,6,5,3,3,3,3,3,4,2,150000.0,0,,,,,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,650000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,200000.0,5.0,1,5000.0,5.0,0,,,0,,,0,,,0,650000,325000,455000.0,0,,,5.0,0,4,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,0.0,2,2,1.0,Mon Oct 18 17:36:14 UTC+0 2021,0
13900,complete,9,1,34,1,1,1,1,6,1,2,4,2,1,1,4,3,3,2,0,4,3,2,3,3,0,2,1,1,4,1,1,1,1,1,0,2,2,1,1,2,0,2,4,2,3,3,1,3,3,2,2,1,1,1,3,1,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,9.0,0,0,4,4,0,0,0,1,0,0,2,2,3,5,2,7,2,3,5,5,1,6,5,2,3,3,2,4,3,2,100000.0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,900000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,,0,,,0,,,0,,,0,,,1,900000,450000,500000.0,0,,,6.0,0,4,1.0,5.0,9.0,14.0,28.0,22.0,10.0,6.0,4.0,1.0,1,7777777,2.0,Mon Oct 18 17:36:14 UTC+0 2021,0
1597,complete,9,2,56,5,1,1,1,6,1,1,2,1,2,0,1,4,2,1,1,2,1,2,3,2,1,1,0,1,2,1,1,1,0,2,1,3,4,1,3,3,0,2,3,2,2,2,1,2,2,3,2,1,4,3,2,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,23.0,0,0,4,4,0,0,0,1,0,0,2,2,2,6,1,7,4,7,2,7,2,7,1,3,4,3,3,3,3,3,200000.0,0,,,,,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,9000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,9000000,4500000,,1,2.0,9999999.0,7.0,0,3,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,2,2,1.0,Mon Oct 18 17:36:57 UTC+0 2021,0
14141,complete,9,1,26,2,1,0,0,6,6,2,4,1,2,1,1,3,3,1,0,1,2,2,3,3,1,1,1,2,3,1,1,1,0,2,0,4,2,1,1,1,0,2,3,3,2,3,1,2,1,2,2,1,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5.0,0,0,4,2,0,1,0,0,0,0,1,1,1,7,2,7,2,6,1,3,5,3,2,2,2,2,2,5,5,2,110000.0,0,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,500000.0,0.0,,,,,,,,,2,1,5000.0,5.0,1,28000.0,5.0,1,18000.0,5.0,1,18000.0,5.0,1,25000.0,2.0,0,500000,250000,390000.0,0,,,5.0,0,7777777,5.0,5.0,15.0,15.0,20.0,20.0,5.0,5.0,5.0,5.0,2,1,1.0,Mon Oct 18 18:40:23 UTC+0 2021,0
12888,complete,9,2,40,5,1,1,1,6,4,1,1,3,1,1,2,3,1,2,0,2,1,1,3,2,0,2,1,1,3,2,1,1,1,1,0,1,4,1,1,3,0,2,2,3,3,1,1,3,2,3,1,1,4,1,1,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,12.0,0,0,4,4,0,0,0,1,0,0,2,2,2,7,2,6,3,7,2,6,2,6,3,2,2,4,3,4,3,3,135000.0,0,,,,,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,2,0,,,0,,,0,,,0,,,0,,,1,100000,50000,15000.0,0,,,7.0,0,2,0.0,0.0,5.0,10.0,70.0,10.0,5.0,0.0,0.0,0.0,1,2,1.0,Mon Oct 18 17:38:19 UTC+0 2021,0
14485,complete,9,2,52,4,1,1,0,4,4,1,3,3,2,1,1,2,1,1,0,2,2,1,3,1,1,2,1,2,3,2,1,2,0,1,0,2,3,2,3,3,1,3,1,1,2,1,0,3,2,3,3,0,1,3,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,16.0,0,0,4,4,0,0,0,1,0,0,1,2,3,7,1,7,1,7,1,7,1,6,1,3,3,1,2,4,4,2,800000.0,0,,,,,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,650000.0,0.0,,,,,,,,,2,0,,,0,,,0,,,0,,,0,,,0,650000,325000,500000.0,0,,,-10.0,0,3,0.0,0.0,20.0,20.0,20.0,20.0,10.0,10.0,0.0,0.0,1,2,1.0,Mon Oct 18 17:39:14 UTC+0 2021,0
3023,complete,9,2,56,1,1,0,0,6,1,1,4,1,1,1,2,1,2,2,0,1,1,1,1,1,1,1,1,2,3,2,3,2,0,2,0,2,1,2,1,3,1,2,4,1,2,2,0,2,1,2,3,0,1,3,3,2,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23.0,0,0,4,2,0,1,0,0,0,0,2,2,2,6,3,6,2,5,4,5,3,5,3,4,3,1,3,3,4,2,160000.0,0,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1100000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,200000.0,4.0,0,,,1,50000.0,2.0,0,,,0,,,0,1100000,550000,245000.0,0,,,6.0,0,2,0.0,0.0,0.0,30.0,40.0,30.0,0.0,0.0,0.0,0.0,1,2,1.0,Mon Oct 18 18:35:55 UTC+0 2021,0
10465,complete,9,2,37,3,0,0,0,6,1,1,4,3,1,0,4,1,1,2,1,1,4,2,3,3,1,2,0,2,3,1,2,2,0,1,1,2,3,3,2,3,1,2,4,1,3,2,0,2,4,3,2,0,4,2,2,3,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,4,3,0,0,1,0,0,0,1,1,2,6,2,7,2,6,4,6,2,7,3,2,1,4,3,1,4,3,250000.0,0,,,,,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,800000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,454000.0,3.0,1,16000.0,5.0,0,,,0,,,0,,,0,800000,400000,479000.0,0,,,6.0,0,4,5.0,8.0,10.0,15.0,19.0,15.0,5.0,10.0,8.0,5.0,1,2,1.0,Mon Oct 18 17:45:54 UTC+0 2021,0
6018,complete,9,2,55,5,1,1,0,6,1,1,4,1,2,0,1,2,2,1,1,4,4,1,2,1,0,1,0,2,3,2,3,2,1,2,1,3,4,1,2,3,0,3,1,3,3,2,1,2,2,2,2,0,4,1,1,3,1,4,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,23.0,0,0,4,3,0,0,1,0,0,0,2,2,2,1,1,7,5,6,4,6,1,6,4,3,1,1,3,3,4,3,,1,1.0,1.0,1.0,,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,80000.0,0,,,,1,2,0.0,0.0,0.0,10.0,75.0,15.0,0.0,0.0,0.0,0.0,1,7777777,1.0,Mon Oct 18 17:51:42 UTC+0 2021,0
6162,complete,9,1,52,2,1,1,0,7,1,1,3,1,1,1,2,4,3,2,0,4,4,1,3,3,1,1,1,2,2,2,1,1,0,2,0,2,1,2,1,2,0,3,2,1,2,1,1,3,2,1,1,1,1,4,3,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,20.0,0,0,4,4,0,0,0,1,0,0,1,2,2,1,1,6,1,5,6,6,4,7,4,3,4,3,3,4,4,4,300000.0,0,,,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,140000.0,5.0,1,5000.0,5.0,0,,,0,,,0,,,0,3000000,1500000,1200000.0,0,,,7.0,0,3,1.0,1.0,5.0,15.0,55.0,15.0,5.0,1.0,1.0,1.0,7777777,2,1.0,Mon Oct 18 17:55:26 UTC+0 2021,0
14424,complete,9,2,43,5,1,1,1,4,5,1,2,1,2,1,1,3,2,1,0,2,4,1,1,2,0,2,0,2,1,2,2,1,1,1,1,3,1,1,1,3,0,3,2,2,3,1,1,1,1,2,3,0,1,2,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,14.0,0,0,4,2,0,1,0,0,0,0,2,1,2,7,2,7,3,5,2,7,1,6,3,5,3,4,2,4,2,3,140000.0,0,,,,,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,600000.0,0.0,,,,,,,,,2,1,340000.0,5.0,1,33000.0,5.0,1,60000.0,5.0,1,55000.0,5.0,1,100000.0,5.0,0,600000,300000,0.0,0,,,,1,1,0.0,0.0,0.0,10.0,85.0,5.0,0.0,0.0,0.0,0.0,1,1,1.0,Mon Oct 18 17:47:22 UTC+0 2021,0
3098,complete,9,1,55,5,0,1,0,6,3,2,2,3,2,1,4,1,2,1,0,4,3,1,1,2,1,1,0,2,2,2,3,1,0,2,1,2,2,2,1,3,0,3,4,1,2,2,1,3,1,2,2,0,1,3,1,3,1,1,8888888,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,,0,1,8888888,6,0,0,0,0,0,1,3,2,3,5,5,7,4,6,4,6,2,6,3,3,3,4,3,4,1,3,,1,8888888.0,,,,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,8888888,1,1.0,3.0,1,1.0,3.0,0,,,0,,,0,,,0,100000,50000,1.0,0,,,5.0,0,3,1.0,1.0,1.0,10.0,55.0,30.0,0.5,0.5,0.5,0.5,8888888,8888888,1.0,Mon Oct 18 17:47:04 UTC+0 2021,0
511,complete,9,1,66,1,1,1,1,7,1,1,2,1,2,1,1,3,2,1,0,1,1,2,3,1,1,2,0,1,4,1,2,3,0,1,1,1,4,3,2,2,0,3,1,1,1,1,1,3,2,1,2,1,4,1,3,1,0,4,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,31.0,0,0,4,4,0,0,0,1,0,0,1,1,2,7,7,7,2,7,5,6,1,6,2,4,3,3,2,1,5,5,350000.0,0,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,3000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,1000000.0,5.0,1,150000.0,5.0,0,,,0,,,1,2000000.0,5.0,0,3000000,1500000,100.0,0,,,8.0,0,2,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,Mon Oct 18 17:55:10 UTC+0 2021,0
5248,complete,9,2,54,3,1,1,0,3,1,1,3,1,2,1,1,4,3,1,0,2,1,1,1,1,1,2,1,3,3,2,3,2,0,1,0,3,3,2,3,3,0,3,1,1,1,2,1,3,1,3,1,0,1,3,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,20.0,0,0,4,4,0,0,0,1,0,0,2,1,3,4,1,7,1,6,4,7,3,7,3,3,3,3,3,3,3,4,100000.0,0,,,,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,450000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,150000.0,2.0,1,5000.0,2.0,0,,,0,,,0,,,0,450000,225000,150000.0,0,,,4.0,0,3,0.0,0.0,0.0,5.0,70.0,15.0,5.0,5.0,0.0,0.0,2,2,1.0,Mon Oct 18 17:51:44 UTC+0 2021,0
11262,complete,9,1,36,4,1,1,0,6,1,1,1,1,2,1,1,4,3,1,0,4,3,2,2,2,1,2,1,2,1,1,3,1,0,1,0,2,1,1,2,1,1,3,2,3,1,2,0,3,4,1,2,0,1,2,3,3,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,9.0,0,0,4,5,0,0,0,0,1,0,1,2,2,2,5,6,5,6,6,6,2,5,4,2,2,4,3,4,3,3,80000.0,0,,,,,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20000.0,4.0,1,30000.0,4.0,0,,,1,60000.0,4.0,0,,,0,100000,50000,220000.0,0,,,12.0,0,3,5.0,10.0,15.0,30.0,25.0,5.0,4.0,3.0,2.0,1.0,1,7777777,1.0,Mon Oct 18 18:08:55 UTC+0 2021,0
13649,complete,9,1,33,1,1,1,0,6,1,1,2,1,2,1,1,4,2,1,0,4,3,2,2,3,1,2,0,2,4,1,1,1,0,1,1,4,1,2,1,3,0,3,4,3,2,1,1,3,1,1,2,0,1,4,2,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,3.0,0,0,4,4,0,0,0,1,0,0,2,2,1,6,5,7,1,6,3,7,1,6,3,4,1,3,2,3,4,2,70000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,12000.0,5.0,1,5000.0,2.0,0,,,1,23000.0,5.0,0,,,0,100000,50000,850000.0,0,,,8.0,0,1,0.5,1.0,2.0,15.0,50.0,18.0,10.0,2.0,1.0,0.5,1,2,1.0,Mon Oct 18 18:22:00 UTC+0 2021,0
2106,complete,9,2,55,1,0,0,0,6,1,1,3,3,2,1,4,2,1,1,0,2,3,2,1,1,1,2,0,1,1,1,2,2,0,1,1,1,3,1,3,2,1,3,2,3,2,3,0,3,2,1,3,0,2,1,2,1,1,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,4,2,0,1,0,0,0,0,1,1,2,6,1,7,1,7,2,6,1,7,2,3,2,4,3,2,5,3,,1,1.0,8888888.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,9999999.0,,7.0,0,3,0.0,0.0,10.0,20.0,60.0,10.0,0.0,0.0,0.0,0.0,2,2,2.0,Mon Oct 18 17:50:02 UTC+0 2021,0
9072,complete,9,1,49,1,1,0,0,5,1,1,4,1,1,1,2,1,2,2,0,1,2,2,3,2,1,2,1,4,3,1,1,3,0,1,0,3,4,2,3,1,1,2,2,3,2,3,0,2,1,1,2,0,1,3,2,3,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0,0,2,2,0,1,0,0,0,0,1,3,2,7,7,5,6,7,3,5,3,3,3,3,3,3,2,3,3,3,200000.0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,300000.0,4.0,1,65000.0,4.0,0,,,0,,,0,,,0,2500000,1250000,1300000.0,0,,,10.0,0,3,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,0.0,1,2,1.0,Mon Oct 18 18:21:40 UTC+0 2021,0
1660,complete,9,1,65,7,0,1,0,2,1,1,1,3,1,1,2,2,2,2,0,1,3,2,1,2,0,2,1,2,2,1,3,3,1,1,0,1,2,2,3,1,1,2,1,1,1,3,0,2,3,3,2,0,1,1,2,3,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,28.0,0,0,4,3,0,0,1,0,0,0,1,2,3,6,4,7,4,6,4,6,4,5,3,5,1,3,3,4,2,2,150000.0,0,,,,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,220000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,220000,110000,,1,9999999.0,,8.0,0,3,2.0,5.0,10.0,25.0,37.0,10.0,5.0,3.0,2.0,1.0,1,8888888,1.0,Mon Oct 18 18:15:47 UTC+0 2021,0
7877,complete,9,1,42,5,1,0,0,6,1,1,4,3,1,1,2,2,1,2,0,1,1,2,3,3,1,2,1,1,3,1,2,1,0,1,0,1,1,3,3,2,1,2,2,2,1,1,0,2,2,2,2,1,1,1,3,3,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16.0,0,0,4,6,0,0,0,0,0,1,7777777,2,1,3,5,7,1,7,5,5,3,7,5,4,4,3,2,4,4,3,200000.0,0,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,200000.0,3.0,1,50000.0,3.0,0,,,0,,,1,400000.0,4.0,0,100000,50000,900000.0,0,,,8.0,0,4,0.0,0.0,10.0,20.0,30.0,20.0,10.0,5.0,5.0,0.0,1,7777777,2.0,Mon Oct 18 17:48:25 UTC+0 2021,0
16591,complete,9,2,59,2,0,1,0,4,6,1,3,2,1,1,4,2,3,2,0,4,3,1,2,2,0,2,0,2,2,2,1,1,1,1,1,1,4,2,1,1,1,3,3,3,2,2,0,3,2,1,3,1,4,4,2,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,0,1,4,6,0,0,0,0,0,1,2,2,3,4,3,7,4,7,5,6,4,7,2,3,3,3,4,4,1,2,100000.0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,,,,,,,,,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,2.0,2.0,4.0,0,4,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,2,7777777,1.0,Mon Oct 18 17:53:12 UTC+0 2021,0
